date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:51:30	107460/107460	---M--	200	added ('OK')	font/woff2	etag:%2265417a8b-1a3c4%22	https://www.gladiatorhomeimprovement.com/wp-content/themes/theme-echo/dist/fonts/@fortawesome/fontawesome-free/webfonts/fa-brands-400.woff2	/Users/bigmakk/websites/gladiatorhomeimprovement/www.gladiatorhomeimprovement.com/wp-content/themes/theme-echo/dist/fonts/@fortawesome/fontawesome-free/webfonts/fa-brands-400.woff2	(from https://www.gladiatorhomeimprovement.com/wp-content/themes/theme-echo/dist/css/bundle-5b1e4e306a.css?ver=6.5.3)
18:51:31	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2004%20Jun%202024%2023:51:31%20GMT	https://www.gladiatorhomeimprovement.com/wp-content/themes/theme-echo/dist/webfonts/fa-brands-400.ttf	/Users/bigmakk/websites/gladiatorhomeimprovement/www.gladiatorhomeimprovement.com/wp-content/themes/theme-echo/dist/webfonts/fa-brands-400.ttf	(from https://www.gladiatorhomeimprovement.com/wp-content/themes/theme-echo/dist/css/bundle-5b1e4e306a.css?ver=6.5.3)
18:51:32	25096/25096	---M--	200	added ('OK')	font/woff2	etag:%2265417a8b-6208%22	https://www.gladiatorhomeimprovement.com/wp-content/themes/theme-echo/dist/fonts/@fortawesome/fontawesome-free/webfonts/fa-regular-400.woff2	/Users/bigmakk/websites/gladiatorhomeimprovement/www.gladiatorhomeimprovement.com/wp-content/themes/theme-echo/dist/fonts/@fortawesome/fontawesome-free/webfonts/fa-regular-400.woff2	(from https://www.gladiatorhomeimprovement.com/wp-content/themes/theme-echo/dist/css/bundle-5b1e4e306a.css?ver=6.5.3)
18:51:33	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2004%20Jun%202024%2023:51:33%20GMT	https://www.gladiatorhomeimprovement.com/wp-content/themes/theme-echo/dist/webfonts/fa-regular-400.ttf	/Users/bigmakk/websites/gladiatorhomeimprovement/www.gladiatorhomeimprovement.com/wp-content/themes/theme-echo/dist/webfonts/fa-regular-400.ttf	(from https://www.gladiatorhomeimprovement.com/wp-content/themes/theme-echo/dist/css/bundle-5b1e4e306a.css?ver=6.5.3)
18:51:35	150472/150472	---M--	200	added ('OK')	font/woff2	etag:%2265417a8b-24bc8%22	https://www.gladiatorhomeimprovement.com/wp-content/themes/theme-echo/dist/fonts/@fortawesome/fontawesome-free/webfonts/fa-solid-900.woff2	/Users/bigmakk/websites/gladiatorhomeimprovement/www.gladiatorhomeimprovement.com/wp-content/themes/theme-echo/dist/fonts/@fortawesome/fontawesome-free/webfonts/fa-solid-900.woff2	(from https://www.gladiatorhomeimprovement.com/wp-content/themes/theme-echo/dist/css/bundle-5b1e4e306a.css?ver=6.5.3)
18:51:35	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2004%20Jun%202024%2023:51:35%20GMT	https://www.gladiatorhomeimprovement.com/wp-content/themes/theme-echo/dist/webfonts/fa-solid-900.ttf	/Users/bigmakk/websites/gladiatorhomeimprovement/www.gladiatorhomeimprovement.com/wp-content/themes/theme-echo/dist/webfonts/fa-solid-900.ttf	(from https://www.gladiatorhomeimprovement.com/wp-content/themes/theme-echo/dist/css/bundle-5b1e4e306a.css?ver=6.5.3)
18:51:36	3478/3478	---M--	200	added ('OK')	image/png	etag:%2265417a8b-d96%22	https://www.gladiatorhomeimprovement.com/wp-content/themes/theme-echo/dist/images/jquery-ui-dist/images/ui-icons_444444_256x240.png	/Users/bigmakk/websites/gladiatorhomeimprovement/www.gladiatorhomeimprovement.com/wp-content/themes/theme-echo/dist/images/jquery-ui-dist/images/ui-icons_444444_256x240.png	(from https://www.gladiatorhomeimprovement.com/wp-content/themes/theme-echo/dist/css/bundle-5b1e4e306a.css?ver=6.5.3)
18:51:37	3472/3472	---M--	200	added ('OK')	image/png	etag:%2265417a8b-d90%22	https://www.gladiatorhomeimprovement.com/wp-content/themes/theme-echo/dist/images/jquery-ui-dist/images/ui-icons_555555_256x240.png	/Users/bigmakk/websites/gladiatorhomeimprovement/www.gladiatorhomeimprovement.com/wp-content/themes/theme-echo/dist/images/jquery-ui-dist/images/ui-icons_555555_256x240.png	(from https://www.gladiatorhomeimprovement.com/wp-content/themes/theme-echo/dist/css/bundle-5b1e4e306a.css?ver=6.5.3)
18:51:38	3552/3552	---M--	200	added ('OK')	image/png	etag:%2265417a8b-de0%22	https://www.gladiatorhomeimprovement.com/wp-content/themes/theme-echo/dist/images/jquery-ui-dist/images/ui-icons_ffffff_256x240.png	/Users/bigmakk/websites/gladiatorhomeimprovement/www.gladiatorhomeimprovement.com/wp-content/themes/theme-echo/dist/images/jquery-ui-dist/images/ui-icons_ffffff_256x240.png	(from https://www.gladiatorhomeimprovement.com/wp-content/themes/theme-echo/dist/css/bundle-5b1e4e306a.css?ver=6.5.3)
18:51:39	3474/3474	---M--	200	added ('OK')	image/png	etag:%2265417a8b-d92%22	https://www.gladiatorhomeimprovement.com/wp-content/themes/theme-echo/dist/images/jquery-ui-dist/images/ui-icons_777620_256x240.png	/Users/bigmakk/websites/gladiatorhomeimprovement/www.gladiatorhomeimprovement.com/wp-content/themes/theme-echo/dist/images/jquery-ui-dist/images/ui-icons_777620_256x240.png	(from https://www.gladiatorhomeimprovement.com/wp-content/themes/theme-echo/dist/css/bundle-5b1e4e306a.css?ver=6.5.3)
18:51:40	3501/3501	---M--	200	added ('OK')	image/png	etag:%2265417a8b-dad%22	https://www.gladiatorhomeimprovement.com/wp-content/themes/theme-echo/dist/images/jquery-ui-dist/images/ui-icons_cc0000_256x240.png	/Users/bigmakk/websites/gladiatorhomeimprovement/www.gladiatorhomeimprovement.com/wp-content/themes/theme-echo/dist/images/jquery-ui-dist/images/ui-icons_cc0000_256x240.png	(from https://www.gladiatorhomeimprovement.com/wp-content/themes/theme-echo/dist/css/bundle-5b1e4e306a.css?ver=6.5.3)
18:51:41	3405/3405	---M--	200	added ('OK')	image/png	etag:%2265417a8b-d4d%22	https://www.gladiatorhomeimprovement.com/wp-content/themes/theme-echo/dist/images/jquery-ui-dist/images/ui-icons_777777_256x240.png	/Users/bigmakk/websites/gladiatorhomeimprovement/www.gladiatorhomeimprovement.com/wp-content/themes/theme-echo/dist/images/jquery-ui-dist/images/ui-icons_777777_256x240.png	(from https://www.gladiatorhomeimprovement.com/wp-content/themes/theme-echo/dist/css/bundle-5b1e4e306a.css?ver=6.5.3)
18:51:42	376/376	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2265417a8b-178%22	https://www.gladiatorhomeimprovement.com/wp-content/themes/theme-echo/dist/images/temp/Arrow-Left-paging.svg	/Users/bigmakk/websites/gladiatorhomeimprovement/www.gladiatorhomeimprovement.com/wp-content/themes/theme-echo/dist/images/temp/Arrow-Left-paging.svg	(from https://www.gladiatorhomeimprovement.com/wp-content/themes/theme-echo/dist/css/bundle-5b1e4e306a.css?ver=6.5.3)
18:51:43	381/381	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2265417a8b-17d%22	https://www.gladiatorhomeimprovement.com/wp-content/themes/theme-echo/dist/images/temp/Arrow-Right-paging.svg	/Users/bigmakk/websites/gladiatorhomeimprovement/www.gladiatorhomeimprovement.com/wp-content/themes/theme-echo/dist/images/temp/Arrow-Right-paging.svg	(from https://www.gladiatorhomeimprovement.com/wp-content/themes/theme-echo/dist/css/bundle-5b1e4e306a.css?ver=6.5.3)
18:51:44	405/405	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2265417a8b-195%22	https://www.gladiatorhomeimprovement.com/wp-content/themes/theme-echo/dist/images/temp/enlarge-arrows.svg	/Users/bigmakk/websites/gladiatorhomeimprovement/www.gladiatorhomeimprovement.com/wp-content/themes/theme-echo/dist/images/temp/enlarge-arrows.svg	(from https://www.gladiatorhomeimprovement.com/wp-content/themes/theme-echo/dist/css/bundle-5b1e4e306a.css?ver=6.5.3)
18:51:45	308/308	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2265417a8b-134%22	https://www.gladiatorhomeimprovement.com/wp-content/themes/theme-echo/dist/images/temp/Arrow-Right-more.svg	/Users/bigmakk/websites/gladiatorhomeimprovement/www.gladiatorhomeimprovement.com/wp-content/themes/theme-echo/dist/images/temp/Arrow-Right-more.svg	(from https://www.gladiatorhomeimprovement.com/wp-content/themes/theme-echo/dist/css/bundle-5b1e4e306a.css?ver=6.5.3)
18:51:46	429/429	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2265417a8b-1ad%22	https://www.gladiatorhomeimprovement.com/wp-content/themes/theme-echo/dist/images/temp/search.svg	/Users/bigmakk/websites/gladiatorhomeimprovement/www.gladiatorhomeimprovement.com/wp-content/themes/theme-echo/dist/images/temp/search.svg	(from https://www.gladiatorhomeimprovement.com/wp-content/themes/theme-echo/dist/css/bundle-5b1e4e306a.css?ver=6.5.3)
18:51:47	153/153	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2265417a8b-99%22	https://www.gladiatorhomeimprovement.com/wp-content/themes/theme-echo/dist/images/temp/select.svg	/Users/bigmakk/websites/gladiatorhomeimprovement/www.gladiatorhomeimprovement.com/wp-content/themes/theme-echo/dist/images/temp/select.svg	(from https://www.gladiatorhomeimprovement.com/wp-content/themes/theme-echo/dist/css/bundle-5b1e4e306a.css?ver=6.5.3)
18:51:48	311/311	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2265417a8b-137%22	https://www.gladiatorhomeimprovement.com/wp-content/themes/theme-echo/dist/images/temp/Arrow-Right-green.svg	/Users/bigmakk/websites/gladiatorhomeimprovement/www.gladiatorhomeimprovement.com/wp-content/themes/theme-echo/dist/images/temp/Arrow-Right-green.svg	(from https://www.gladiatorhomeimprovement.com/wp-content/themes/theme-echo/dist/css/bundle-5b1e4e306a.css?ver=6.5.3)
18:51:49	332/332	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2265417a8b-14c%22	https://www.gladiatorhomeimprovement.com/wp-content/themes/theme-echo/dist/images/temp/pin.svg	/Users/bigmakk/websites/gladiatorhomeimprovement/www.gladiatorhomeimprovement.com/wp-content/themes/theme-echo/dist/images/temp/pin.svg	(from https://www.gladiatorhomeimprovement.com/wp-content/themes/theme-echo/dist/css/bundle-5b1e4e306a.css?ver=6.5.3)
18:51:50	381/381	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2265417a8b-17d%22	https://www.gladiatorhomeimprovement.com/wp-content/themes/theme-echo/dist/images/temp/Arrow-Right-nav.svg	/Users/bigmakk/websites/gladiatorhomeimprovement/www.gladiatorhomeimprovement.com/wp-content/themes/theme-echo/dist/images/temp/Arrow-Right-nav.svg	(from https://www.gladiatorhomeimprovement.com/wp-content/themes/theme-echo/dist/css/bundle-5b1e4e306a.css?ver=6.5.3)
18:51:51	160/160	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2265417a8b-a0%22	https://www.gladiatorhomeimprovement.com/wp-content/themes/theme-echo/dist/images/temp/check.svg	/Users/bigmakk/websites/gladiatorhomeimprovement/www.gladiatorhomeimprovement.com/wp-content/themes/theme-echo/dist/images/temp/check.svg	(from https://www.gladiatorhomeimprovement.com/wp-content/themes/theme-echo/dist/css/bundle-5b1e4e306a.css?ver=6.5.3)
18:51:52	241/241	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2265417a8b-f1%22	https://www.gladiatorhomeimprovement.com/wp-content/themes/theme-echo/dist/images/temp/Vector.svg	/Users/bigmakk/websites/gladiatorhomeimprovement/www.gladiatorhomeimprovement.com/wp-content/themes/theme-echo/dist/images/temp/Vector.svg	(from https://www.gladiatorhomeimprovement.com/wp-content/themes/theme-echo/dist/css/bundle-5b1e4e306a.css?ver=6.5.3)
18:51:53	320/320	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2265417a8b-140%22	https://www.gladiatorhomeimprovement.com/wp-content/themes/theme-echo/dist/images/temp/btn-arrow.svg	/Users/bigmakk/websites/gladiatorhomeimprovement/www.gladiatorhomeimprovement.com/wp-content/themes/theme-echo/dist/images/temp/btn-arrow.svg	(from https://www.gladiatorhomeimprovement.com/wp-content/themes/theme-echo/dist/css/bundle-5b1e4e306a.css?ver=6.5.3)
18:51:54	163/163	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2265417a8b-a3%22	https://www.gladiatorhomeimprovement.com/wp-content/themes/theme-echo/dist/images/temp/arrow-date.svg	/Users/bigmakk/websites/gladiatorhomeimprovement/www.gladiatorhomeimprovement.com/wp-content/themes/theme-echo/dist/images/temp/arrow-date.svg	(from https://www.gladiatorhomeimprovement.com/wp-content/themes/theme-echo/dist/css/bundle-5b1e4e306a.css?ver=6.5.3)
18:51:55	321/321	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2265417a8b-141%22	https://www.gladiatorhomeimprovement.com/wp-content/themes/theme-echo/dist/images/temp/Close-Icon.svg	/Users/bigmakk/websites/gladiatorhomeimprovement/www.gladiatorhomeimprovement.com/wp-content/themes/theme-echo/dist/images/temp/Close-Icon.svg	(from https://www.gladiatorhomeimprovement.com/wp-content/themes/theme-echo/dist/css/bundle-5b1e4e306a.css?ver=6.5.3)
18:51:56	183/183	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2265417a8b-b7%22	https://www.gladiatorhomeimprovement.com/wp-content/themes/theme-echo/dist/images/temp/arrow-right-gallery.svg	/Users/bigmakk/websites/gladiatorhomeimprovement/www.gladiatorhomeimprovement.com/wp-content/themes/theme-echo/dist/images/temp/arrow-right-gallery.svg	(from https://www.gladiatorhomeimprovement.com/wp-content/themes/theme-echo/dist/css/bundle-5b1e4e306a.css?ver=6.5.3)
18:51:58	8605/8605	---MCZ	200	added ('OK')	application/json	date:Tue,%2004%20Jun%202024%2023:51:57%20GMT	https://www.gladiatorhomeimprovement.com/wp-json/wp/v2/pages/14	/Users/bigmakk/websites/gladiatorhomeimprovement/www.gladiatorhomeimprovement.com/wp-json/wp/v2/pages/14.json	(from https://www.gladiatorhomeimprovement.com/about/)
18:51:59	2528/2528	---MCZ	200	added ('OK')	application/json	date:Tue,%2004%20Jun%202024%2023:51:58%20GMT	https://www.gladiatorhomeimprovement.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.gladiatorhomeimprovement.com%2Fabout%2F	/Users/bigmakk/websites/gladiatorhomeimprovement/www.gladiatorhomeimprovement.com/wp-json/oembed/1.0/embeda028.json	(from https://www.gladiatorhomeimprovement.com/about/)
18:52:00	2733/2733	---MCZ	200	added ('OK')	text/xml	date:Tue,%2004%20Jun%202024%2023:51:59%20GMT	https://www.gladiatorhomeimprovement.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.gladiatorhomeimprovement.com%2Fabout%2F&format=xml	/Users/bigmakk/websites/gladiatorhomeimprovement/www.gladiatorhomeimprovement.com/wp-json/oembed/1.0/embedf667	(from https://www.gladiatorhomeimprovement.com/about/)
18:52:01	133080/133080	---M--	200	added ('OK')	image/webp	etag:%22660b2e6f-207d8%22	https://www.gladiatorhomeimprovement.com/wp-content/uploads/2024/04/exterior-view-of-a-house-side-painted.webp	/Users/bigmakk/websites/gladiatorhomeimprovement/www.gladiatorhomeimprovement.com/wp-content/uploads/2024/04/exterior-view-of-a-house-side-painted.webp	(from https://www.gladiatorhomeimprovement.com/about/)
18:52:03	250642/250642	---M--	200	added ('OK')	image/webp	etag:%2265668a21-3d312%22	https://www.gladiatorhomeimprovement.com/wp-content/uploads/2023/11/about-beautiful-front-house-exterior-painting.webp	/Users/bigmakk/websites/gladiatorhomeimprovement/www.gladiatorhomeimprovement.com/wp-content/uploads/2023/11/about-beautiful-front-house-exterior-painting.webp	(from https://www.gladiatorhomeimprovement.com/about/)
18:52:03	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2004%20Jun%202024%2023:51:59%20GMT	https://www.gladiatorhomeimprovement.com/?p=14	/Users/bigmakk/websites/gladiatorhomeimprovement/www.gladiatorhomeimprovement.com/index0b69.html	(from https://www.gladiatorhomeimprovement.com/about/)
18:52:05	11256/11256	---MCZ	200	added ('OK')	text/css	etag:W/%225f735862-2bf8%22	https://www.gladiatorhomeimprovement.com/wp-includes/js/mediaelement/mediaelementplayer-legacy.min.css?ver=4.2.17	/Users/bigmakk/websites/gladiatorhomeimprovement/www.gladiatorhomeimprovement.com/wp-includes/js/mediaelement/mediaelementplayer-legacy.min1f61.css	(from https://www.gladiatorhomeimprovement.com/about/)
18:52:05	4186/4186	---MCZ	200	added ('OK')	text/css	etag:W/%225cfaccce-105a%22	https://www.gladiatorhomeimprovement.com/wp-includes/js/mediaelement/wp-mediaelement.min.css?ver=6.5.3	/Users/bigmakk/websites/gladiatorhomeimprovement/www.gladiatorhomeimprovement.com/wp-includes/js/mediaelement/wp-mediaelement.minef10.css	(from https://www.gladiatorhomeimprovement.com/about/)
18:52:07	158005/158005	---MCZ	200	added ('OK')	application/javascript	etag:W/%226335a9d7-26935%22	https://www.gladiatorhomeimprovement.com/wp-includes/js/mediaelement/mediaelement-and-player.min.js?ver=4.2.17	/Users/bigmakk/websites/gladiatorhomeimprovement/www.gladiatorhomeimprovement.com/wp-includes/js/mediaelement/mediaelement-and-player.min1f61.js	(from https://www.gladiatorhomeimprovement.com/about/)
18:52:07	1191/1191	---MCZ	200	added ('OK')	application/javascript	etag:W/%22625095f6-4a7%22	https://www.gladiatorhomeimprovement.com/wp-includes/js/mediaelement/mediaelement-migrate.min.js?ver=6.5.3	/Users/bigmakk/websites/gladiatorhomeimprovement/www.gladiatorhomeimprovement.com/wp-includes/js/mediaelement/mediaelement-migrate.minef10.js	(from https://www.gladiatorhomeimprovement.com/about/)
18:52:08	1107/1107	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263e275aa-453%22	https://www.gladiatorhomeimprovement.com/wp-includes/js/mediaelement/wp-mediaelement.min.js?ver=6.5.3	/Users/bigmakk/websites/gladiatorhomeimprovement/www.gladiatorhomeimprovement.com/wp-includes/js/mediaelement/wp-mediaelement.minef10.js	(from https://www.gladiatorhomeimprovement.com/about/)
18:52:10	6464/6464	---MCZ	200	added ('OK')	application/javascript	etag:W/%225f735862-1940%22	https://www.gladiatorhomeimprovement.com/wp-includes/js/mediaelement/renderers/vimeo.min.js?ver=4.2.17	/Users/bigmakk/websites/gladiatorhomeimprovement/www.gladiatorhomeimprovement.com/wp-includes/js/mediaelement/renderers/vimeo.min1f61.js	(from https://www.gladiatorhomeimprovement.com/about/)
18:52:10	4267765/4267765	---M--	200	added ('OK')	video/mp4	etag:%22661e8e9c-411ef5%22	https://www.gladiatorhomeimprovement.com/wp-content/uploads/2024/04/IMG_0982.mp4?_=1	/Users/bigmakk/websites/gladiatorhomeimprovement/www.gladiatorhomeimprovement.com/wp-content/uploads/2024/04/IMG_0982230a.mp4	(from https://www.gladiatorhomeimprovement.com/about/)
18:52:11	9193/9193	---MCZ	200	added ('OK')	application/json	date:Tue,%2004%20Jun%202024%2023:52:10%20GMT	https://www.gladiatorhomeimprovement.com/wp-json/wp/v2/pages/1252	/Users/bigmakk/websites/gladiatorhomeimprovement/www.gladiatorhomeimprovement.com/wp-json/wp/v2/pages/1252.json	(from https://www.gladiatorhomeimprovement.com/interior-painter/)
18:52:11	4267765/4267765	---M--	200	added ('OK')	video/mp4	etag:%22661e8e9c-411ef5%22	https://www.gladiatorhomeimprovement.com/wp-content/uploads/2024/04/IMG_0982.mp4	/Users/bigmakk/websites/gladiatorhomeimprovement/www.gladiatorhomeimprovement.com/wp-content/uploads/2024/04/IMG_0982.mp4	(from https://www.gladiatorhomeimprovement.com/about/)
18:52:12	2634/2634	---MCZ	200	added ('OK')	application/json	date:Tue,%2004%20Jun%202024%2023:52:11%20GMT	https://www.gladiatorhomeimprovement.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.gladiatorhomeimprovement.com%2Finterior-painter%2F	/Users/bigmakk/websites/gladiatorhomeimprovement/www.gladiatorhomeimprovement.com/wp-json/oembed/1.0/embedc482.json	(from https://www.gladiatorhomeimprovement.com/interior-painter/)
18:52:12	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2004%20Jun%202024%2023:52:12%20GMT	https://www.gladiatorhomeimprovement.com/?p=1252	/Users/bigmakk/websites/gladiatorhomeimprovement/www.gladiatorhomeimprovement.com/indexb09c.html	(from https://www.gladiatorhomeimprovement.com/interior-painter/)
18:52:12	2839/2839	---MCZ	200	added ('OK')	text/xml	date:Tue,%2004%20Jun%202024%2023:52:12%20GMT	https://www.gladiatorhomeimprovement.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.gladiatorhomeimprovement.com%2Finterior-painter%2F&format=xml	/Users/bigmakk/websites/gladiatorhomeimprovement/www.gladiatorhomeimprovement.com/wp-json/oembed/1.0/embedee9d	(from https://www.gladiatorhomeimprovement.com/interior-painter/)
18:52:14	178526/178526	---M--	200	added ('OK')	image/webp	etag:%2265668a2d-2b95e%22	https://www.gladiatorhomeimprovement.com/wp-content/uploads/2023/11/hero-interior-painting-services.webp	/Users/bigmakk/websites/gladiatorhomeimprovement/www.gladiatorhomeimprovement.com/wp-content/uploads/2023/11/hero-interior-painting-services.webp	(from https://www.gladiatorhomeimprovement.com/interior-painter/)
18:52:14	394/394	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2265417a8b-18a%22	https://www.gladiatorhomeimprovement.com/wp-content/themes/theme-echo/dist/images/temp/Down-Arrow.svg	/Users/bigmakk/websites/gladiatorhomeimprovement/www.gladiatorhomeimprovement.com/wp-content/themes/theme-echo/dist/images/temp/Down-Arrow.svg	(from https://www.gladiatorhomeimprovement.com/interior-painter/)
18:52:15	19532/19532	---M--	200	added ('OK')	image/webp	etag:%22660b21a5-4c4c%22	https://www.gladiatorhomeimprovement.com/wp-content/uploads/2024/04/newly-painted-walls-in-a-house.webp	/Users/bigmakk/websites/gladiatorhomeimprovement/www.gladiatorhomeimprovement.com/wp-content/uploads/2024/04/newly-painted-walls-in-a-house.webp	(from https://www.gladiatorhomeimprovement.com/interior-painter/)
18:52:16	9145/9145	---MCZ	200	added ('OK')	application/json	date:Tue,%2004%20Jun%202024%2023:52:16%20GMT	https://www.gladiatorhomeimprovement.com/wp-json/wp/v2/pages/1253	/Users/bigmakk/websites/gladiatorhomeimprovement/www.gladiatorhomeimprovement.com/wp-json/wp/v2/pages/1253.json	(from https://www.gladiatorhomeimprovement.com/exterior-painter/)
18:52:17	2626/2626	---MCZ	200	added ('OK')	application/json	date:Tue,%2004%20Jun%202024%2023:52:17%20GMT	https://www.gladiatorhomeimprovement.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.gladiatorhomeimprovement.com%2Fexterior-painter%2F	/Users/bigmakk/websites/gladiatorhomeimprovement/www.gladiatorhomeimprovement.com/wp-json/oembed/1.0/embedba54.json	(from https://www.gladiatorhomeimprovement.com/exterior-painter/)
18:52:18	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2004%20Jun%202024%2023:52:18%20GMT	https://www.gladiatorhomeimprovement.com/?p=1253	/Users/bigmakk/websites/gladiatorhomeimprovement/www.gladiatorhomeimprovement.com/indexa69b.html	(from https://www.gladiatorhomeimprovement.com/exterior-painter/)
18:52:18	2831/2831	---MCZ	200	added ('OK')	text/xml	date:Tue,%2004%20Jun%202024%2023:52:18%20GMT	https://www.gladiatorhomeimprovement.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.gladiatorhomeimprovement.com%2Fexterior-painter%2F&format=xml	/Users/bigmakk/websites/gladiatorhomeimprovement/www.gladiatorhomeimprovement.com/wp-json/oembed/1.0/embed1572	(from https://www.gladiatorhomeimprovement.com/exterior-painter/)
18:52:20	284384/284384	---M--	200	added ('OK')	image/webp	etag:%2265668a2c-456e0%22	https://www.gladiatorhomeimprovement.com/wp-content/uploads/2023/11/hero-exterior-painting-services.webp	/Users/bigmakk/websites/gladiatorhomeimprovement/www.gladiatorhomeimprovement.com/wp-content/uploads/2023/11/hero-exterior-painting-services.webp	(from https://www.gladiatorhomeimprovement.com/exterior-painter/)
18:52:21	188390/188390	---M--	200	added ('OK')	image/webp	etag:%2265668a1f-2dfe6%22	https://www.gladiatorhomeimprovement.com/wp-content/uploads/2023/11/wide-view-exterior-painting-grey-and-white.webp	/Users/bigmakk/websites/gladiatorhomeimprovement/www.gladiatorhomeimprovement.com/wp-content/uploads/2023/11/wide-view-exterior-painting-grey-and-white.webp	(from https://www.gladiatorhomeimprovement.com/exterior-painter/)
18:52:21	101568/101568	---M--	200	added ('OK')	image/webp	etag:%226616ac02-18cc0%22	https://www.gladiatorhomeimprovement.com/wp-content/uploads/2024/04/exterior-paints-available.webp	/Users/bigmakk/websites/gladiatorhomeimprovement/www.gladiatorhomeimprovement.com/wp-content/uploads/2024/04/exterior-paints-available.webp	(from https://www.gladiatorhomeimprovement.com/exterior-painter/)
18:52:22	9268/9268	---MCZ	200	added ('OK')	application/json	date:Tue,%2004%20Jun%202024%2023:52:22%20GMT	https://www.gladiatorhomeimprovement.com/wp-json/wp/v2/pages/1254	/Users/bigmakk/websites/gladiatorhomeimprovement/www.gladiatorhomeimprovement.com/wp-json/wp/v2/pages/1254.json	(from https://www.gladiatorhomeimprovement.com/deck-staining-service/)
18:52:23	2628/2628	---MCZ	200	added ('OK')	application/json	date:Tue,%2004%20Jun%202024%2023:52:23%20GMT	https://www.gladiatorhomeimprovement.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.gladiatorhomeimprovement.com%2Fdeck-staining-service%2F	/Users/bigmakk/websites/gladiatorhomeimprovement/www.gladiatorhomeimprovement.com/wp-json/oembed/1.0/embedf97e.json	(from https://www.gladiatorhomeimprovement.com/deck-staining-service/)
18:52:24	2833/2833	---MCZ	200	added ('OK')	text/xml	date:Tue,%2004%20Jun%202024%2023:52:24%20GMT	https://www.gladiatorhomeimprovement.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.gladiatorhomeimprovement.com%2Fdeck-staining-service%2F&format=xml	/Users/bigmakk/websites/gladiatorhomeimprovement/www.gladiatorhomeimprovement.com/wp-json/oembed/1.0/embed15a5	(from https://www.gladiatorhomeimprovement.com/deck-staining-service/)
18:52:26	267574/267574	---M--	200	added ('OK')	image/webp	etag:%2265668a2e-41536%22	https://www.gladiatorhomeimprovement.com/wp-content/uploads/2023/11/hero-staining-services.webp	/Users/bigmakk/websites/gladiatorhomeimprovement/www.gladiatorhomeimprovement.com/wp-content/uploads/2023/11/hero-staining-services.webp	(from https://www.gladiatorhomeimprovement.com/deck-staining-service/)
18:52:27	171230/171230	---M--	200	added ('OK')	image/webp	etag:%2265d4ba95-29cde%22	https://www.gladiatorhomeimprovement.com/wp-content/uploads/2024/02/worker-staining-a-deck-with-a-bursh.webp	/Users/bigmakk/websites/gladiatorhomeimprovement/www.gladiatorhomeimprovement.com/wp-content/uploads/2024/02/worker-staining-a-deck-with-a-bursh.webp	(from https://www.gladiatorhomeimprovement.com/deck-staining-service/)
18:52:27	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2004%20Jun%202024%2023:52:24%20GMT	https://www.gladiatorhomeimprovement.com/?p=1254	/Users/bigmakk/websites/gladiatorhomeimprovement/www.gladiatorhomeimprovement.com/index2fb4.html	(from https://www.gladiatorhomeimprovement.com/deck-staining-service/)
